date,value,change,actual,previous_original,previous_revised,revision,indicator,surprise,total_score,zscore_5y
2019-10-01,151460,95.0,95.0,194.0,194.0,0.0,nfp,,0.0,
2019-11-01,151668,208.0,208.0,95.0,95.0,0.0,nfp,,0.0,
2019-12-01,151795,127.0,127.0,208.0,208.0,0.0,nfp,,0.0,
2020-01-01,152031,236.0,236.0,127.0,127.0,0.0,nfp,,0.0,
2020-02-01,152292,261.0,261.0,236.0,236.0,0.0,nfp,,0.0,
2020-03-01,150895,-1397.0,-1397.0,261.0,261.0,0.0,nfp,,0.0,
2020-04-01,130424,-20471.0,-20471.0,-1397.0,-1397.0,0.0,nfp,,0.0,
2020-05-01,133040,2616.0,2616.0,-20471.0,-20471.0,0.0,nfp,,0.0,
2020-06-01,137671,4631.0,4631.0,2616.0,2616.0,0.0,nfp,,0.0,
2020-07-01,139255,1584.0,1584.0,4631.0,4631.0,0.0,nfp,,0.0,
2020-08-01,140819,1564.0,1564.0,1584.0,1584.0,0.0,nfp,,0.0,
2020-09-01,141770,951.0,951.0,1564.0,1564.0,0.0,nfp,,0.0,
2020-10-01,142461,691.0,691.0,951.0,951.0,0.0,nfp,,0.0,
2020-11-01,142731,270.0,270.0,691.0,691.0,0.0,nfp,,0.0,
2020-12-01,142548,-183.0,-183.0,270.0,270.0,0.0,nfp,,0.0,
2021-01-01,142913,365.0,365.0,-183.0,-183.0,0.0,nfp,,0.0,
2021-02-01,143422,509.0,509.0,365.0,365.0,0.0,nfp,,0.0,
2021-03-01,144246,824.0,824.0,509.0,509.0,0.0,nfp,,0.0,
2021-04-01,144611,365.0,365.0,824.0,824.0,0.0,nfp,,0.0,
2021-05-01,145032,421.0,421.0,365.0,365.0,0.0,nfp,,0.0,
2021-06-01,145828,796.0,796.0,421.0,421.0,0.0,nfp,,0.0,
2021-07-01,146759,931.0,931.0,796.0,796.0,0.0,nfp,,0.0,
2021-08-01,147246,487.0,487.0,931.0,931.0,0.0,nfp,,0.0,
2021-09-01,147712,466.0,466.0,487.0,487.0,0.0,nfp,,0.0,
2021-10-01,148569,857.0,857.0,466.0,466.0,0.0,nfp,,0.0,
2021-11-01,149206,637.0,637.0,857.0,857.0,0.0,nfp,,0.0,
2021-12-01,149781,575.0,575.0,637.0,637.0,0.0,nfp,,0.0,
2022-01-01,150006,225.0,225.0,575.0,575.0,0.0,nfp,,0.0,
2022-02-01,150875,869.0,869.0,225.0,225.0,0.0,nfp,,0.0,
2022-03-01,151346,471.0,471.0,869.0,869.0,0.0,nfp,,0.0,
2022-04-01,151651,305.0,305.0,471.0,471.0,0.0,nfp,,0.0,
2022-05-01,151892,241.0,241.0,305.0,305.0,0.0,nfp,,0.0,
2022-06-01,152353,461.0,461.0,241.0,241.0,0.0,nfp,,0.0,
2022-07-01,153049,696.0,696.0,461.0,461.0,0.0,nfp,,0.0,
2022-08-01,153286,237.0,237.0,696.0,696.0,0.0,nfp,,0.0,
2022-09-01,153513,227.0,227.0,237.0,237.0,0.0,nfp,,0.0,
2022-10-01,153913,400.0,400.0,227.0,227.0,0.0,nfp,,0.0,
2022-11-01,154210,297.0,297.0,400.0,400.0,0.0,nfp,,0.0,
2022-12-01,154336,126.0,126.0,297.0,297.0,0.0,nfp,,0.0,
2023-01-01,154780,444.0,444.0,126.0,126.0,0.0,nfp,,0.0,
2023-02-01,155086,306.0,306.0,444.0,444.0,0.0,nfp,,0.0,
2023-03-01,155171,85.0,85.0,306.0,306.0,0.0,nfp,,0.0,
2023-04-01,155387,216.0,216.0,85.0,85.0,0.0,nfp,,0.0,
2023-05-01,155614,227.0,227.0,216.0,216.0,0.0,nfp,,0.0,
2023-06-01,155871,257.0,257.0,227.0,227.0,0.0,nfp,,0.0,
2023-07-01,156019,148.0,148.0,257.0,257.0,0.0,nfp,,0.0,
2023-08-01,156176,157.0,157.0,148.0,148.0,0.0,nfp,,0.0,
2023-09-01,156334,158.0,158.0,157.0,157.0,0.0,nfp,,0.0,
2023-10-01,156520,186.0,186.0,158.0,158.0,0.0,nfp,,0.0,
2023-11-01,156661,141.0,141.0,186.0,186.0,0.0,nfp,,0.0,
2023-12-01,156930,269.0,269.0,141.0,141.0,0.0,nfp,,0.0,
2024-01-01,157049,119.0,119.0,269.0,269.0,0.0,nfp,,0.0,
2024-02-01,157271,222.0,222.0,119.0,119.0,0.0,nfp,,0.0,
2024-03-01,157517,246.0,246.0,222.0,222.0,0.0,nfp,,0.0,
2024-04-01,157635,118.0,118.0,246.0,246.0,0.0,nfp,,0.0,
2024-05-01,157828,193.0,193.0,118.0,118.0,0.0,nfp,,0.0,
2024-06-01,157915,87.0,87.0,193.0,193.0,0.0,nfp,,0.0,
2024-07-01,158003,88.0,88.0,87.0,87.0,0.0,nfp,,0.0,
2024-08-01,158074,71.0,71.0,88.0,88.0,0.0,nfp,,0.0,
2024-09-01,158314,240.0,240.0,71.0,71.0,0.0,nfp,,0.0,
2024-10-01,158358,44.0,44.0,240.0,240.0,0.0,nfp,,0.0,
2024-11-01,158619,261.0,261.0,44.0,44.0,0.0,nfp,,0.0,
2024-12-01,158942,323.0,323.0,261.0,261.0,0.0,nfp,,0.0,
2025-01-01,159053,111.0,111.0,323.0,323.0,0.0,nfp,,0.0,
2025-02-01,159155,102.0,102.0,111.0,111.0,0.0,nfp,,0.0,
2025-03-01,159275,120.0,120.0,102.0,102.0,0.0,nfp,,0.0,
2025-04-01,159433,158.0,158.0,120.0,120.0,0.0,nfp,,0.0,
2025-05-01,159452,19.0,19.0,158.0,158.0,0.0,nfp,,0.0,
2025-06-01,159439,-13.0,-13.0,19.0,19.0,0.0,nfp,,0.0,
2025-07-01,159511,72.0,72.0,-13.0,-13.0,0.0,nfp,,0.0,
2025-08-01,159507,-4.0,-4.0,72.0,72.0,0.0,nfp,,0.0,
2025-09-01,159626,119.0,119.0,-4.0,-4.0,0.0,nfp,,0.0,
